Company,Title,Salary,ID,URL
Geotech,"Data Analyst – Mysql, Python | Data Analyst",$500 - $1000,193,http://www.vietnamworks.com/data-analyst-mysql-python-data-analyst-1-664252-jd
Saigon South International School,Programmer,Thương lượng,189,http://www.vietnamworks.com/programmer-15-662734-jd
"ZIGExN VeNtura Co., Ltd",Senior Frontend Developer,$500 - $1500,187,http://www.vietnamworks.com/senior-frontend-developer-7-663490-jd
CÔNG TY PHẦN MỀM VNPT,Thực Tập Sinh Lập Trình Viên,Thương lượng,186,http://careerbuilder.vn/vi/tim-viec-lam/thuc-tap-sinh-lap-trinh-vien.35A9CA94.html
Navigos Search’s Client,Validation Test - Team Leader (In Vehicle Infotainment),Thương lượng,188,http://www.vietnamworks.com/validation-test-team-leader-in-vehicle-infotainment-1-663324-jd
Công Ty Cổ Phần VCCORP,Kỹ Sư Bigdata Cao Cấp,Thương lượng,182,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-bigdata-cao-cap.35A9C837.html
Worldsoft,Senior Software Engineer,Thương lượng,185,http://www.vietnamworks.com/senior-software-engineer-35-1-662247-jd
"Arrive Technologies Viet Nam Co., Ltd",SVT Engineers ( System Verification Testing Engineers),Thương lượng,184,http://www.vietnamworks.com/svt-engineers-system-verification-testing-engineers-1-662345-jd
Navigos Search’s Client,Data Extraction Engineer [$2000-$3000],Thương lượng,183,http://www.vietnamworks.com/data-extraction-engineer-2000-3000-2-661853-jd
Sentifi Vietnam,Head of Engineering (head of Development),Thương lượng,180,http://www.vietnamworks.com/head-of-engineering-head-of-development-1-1-660675-jd
Wth!,Senior Frontend Programmer,$1000 - $1500,181,http://www.vietnamworks.com/senior-frontend-programmer-660493-jd
LG Electronics Vietnam Haiphong (Sales & Marketing office),Validation Tester,Thương lượng,178,http://careerbuilder.vn/vi/tim-viec-lam/validation-tester.35A9C4AA.html
VNPT Software,☆☆☆ Tuyển Dụng 88 Software Developer ☆☆☆,Thương lượng,179,http://www.vietnamworks.com/tuyen-dung-88-software-developer-660483-jd
Sparx* - A Virtuos Company,Rigging Artist,Thương lượng,176,http://www.vietnamworks.com/rigging-artist-660137-jd
"Vietnam Cloud Services Co., Ltd.",Application Developer,Thương lượng,177,http://www.vietnamworks.com/application-developer-3-1-1-660303-jd
"Niteco (vietnam) Co., Ltd",Senior Automation Tester,Thương lượng,175,http://www.vietnamworks.com/senior-automation-tester-2-660053-jd
Gravity Research & Development,Integration Engineer,Thương lượng,173,http://www.vietnamworks.com/integration-engineer-1-658785-jd
Hired,"Software Engineer - Java / Javascript / Ruby / PHP / Python / .NET / C++, Based in Singapore Or Australia",Thương lượng,174,http://www.vietnamworks.com/software-engineer-java-javascript-ruby-php-python-net-c-plus-plus-based-in-singapore-or-australia-659995-jd
Navigos Search’s Client,Mobile Security Lead Engineer/ Assistant Manager,$800 - $1500,172,http://www.vietnamworks.com/mobile-security-lead-engineer-assistant-manager-1-2-659629-jd
"LHV Software Co., Ltd.",DevOps Engineer,Thương lượng,170,http://www.vietnamworks.com/devops-engineer-2-659283-jd
Công Ty Cổ Phần Alo360.com,Nhân Viên Lập Trình OpenERP,Thương lượng,169,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-openerp.35A9C0AF.html
Công Ty Cổ Phần Bayo Việt Nam,Software Engineer,$500 - $700,171,http://www.vietnamworks.com/software-engineer-56-658541-jd
Contact Singapore,System-on-chip (SoC) Verification Engineer,Thương lượng,168,http://www.vietnamworks.com/system-on-chip-soc-verification-engineer-658742-jd
Một Công Ty IT Của Mỹ,"Software Enginneer (2,500$ ~ 5,000$)",$2500 - $5000,167,http://www.vietnamworks.com/software-enginneer-2-500-5-000-1-657960-jd
"Sofiamedix Software Co.,ltd",Python Developer,$600 - $800,166,http://www.vietnamworks.com/python-developer-3-1-657482-jd
Công Ty Cổ Phần VCCORP,Kỹ Sư Xử Lý Ngôn Ngữ Tự Nhiên (NLP),"5,000,000 - 10,000,000|VND",165,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-xu-ly-ngon-ngu-tu-nhien-nlp.35A9B8EC.html
Công Ty Cổ Phần VCCORP,Kỹ Sư Xử Lý Ngôn Ngữ Tự Nhiên (NLP) (nhân bản),"5,000,000 - 10,000,000|VND",163,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-xu-ly-ngon-ngu-tu-nhien-nlp-nhan-ban.35A9B8EC.html
"Quodisys Co.,ltd",5 Front-end Web Developers (up To $1000),Thương lượng,164,http://www.vietnamworks.com/5-front-end-web-developers-up-to-1000-656451-jd
Công Ty Cổ Phần VCCORP,Kỹ Sư Machine Learning,Thương lượng,162,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-machine-learning.35A9B8EA.html
Công ty Cổ phần dịch vụ Bách Thuận,"Nhân Viên Lập Trình .net, Python","10,000,000|12,000,000 VND",157,http://mywork.com.vn/tuyen-dung/viec-lam/810716/nhan-vien-lap-trinh-net-python.html
Công ty Cổ phần dịch vụ Bách Thuận,"Tuyển Thực Tập Viên Làm Lập Trình .net, Python",Thương lượng,158,http://mywork.com.vn/tuyen-dung/viec-lam/810717/tuyen-thuc-tap-vien-lam-lap-trinh-net-python.html
Công Ty Cổ Phần Hhd Group,1. Lập Trình Viên Odoo - 2. Phát Triển Openerp,$500 - $1000,159,http://www.vietnamworks.com/1-lap-trinh-vien-odoo-2-phat-trien-openerp-655049-jd
Logigear,Front End Developer,$1000 - $2000,160,http://www.vietnamworks.com/front-end-developer-54-654857-jd
Công Ty IT Của Nhật Bản,[0449-HN] Kĩ Sư Python ($600-$800),$600 - $800,161,http://www.vietnamworks.com/0449-hn-ki-su-python-600-800-654702-jd
Personify Incorporation,Software Automation Test Lead Or Engineer,$700 - $2000,155,http://www.vietnamworks.com/software-automation-test-lead-or-engineer-652418-jd
"LHV Software Co., Ltd.",Operations Engineer,Thương lượng,151,http://careerbuilder.vn/vi/tim-viec-lam/operations-engineer.35A9B586.html
Liên Doanh Tập Đoàn Ebay Việt Nam - Peacesoft Group,PHP / Java / Python Developers ( Salary $500 - $1000),$500 - $1000,152,http://www.vietnamworks.com/php-java-python-developers-salary-500-1000-652364-jd
Công Ty TNHH Công Nghệ Jupitech Việt Nam,Lập Trình Viên Web/mobile App (Lương Hấp Dẫn),$500 - $1000,153,http://www.vietnamworks.com/lap-trinh-vien-web-mobile-app-luong-hap-dan-652217-jd
Công Ty IT Của Nhật Bản,[hn] Kĩ Sư Python ($600-$800),$600 - $800,154,http://www.vietnamworks.com/hn-ki-su-python-600-800-654702-jd
TQS Group,Back-end Developer,Thương lượng,156,http://www.vietnamworks.com/back-end-developer-7-654579-jd
Công Ty CP Chứng Khoán VNDIRECT,DevOps,Thương lượng,145,http://careerbuilder.vn/vi/tim-viec-lam/devops.35A9B307.html
Vietnamese-German University (VGU),System Engineer,500 - 1.000|USD,148,http://careerbuilder.vn/vi/tim-viec-lam/system-engineer.35A9B3EA.html
Navigos Search’s Client,Full Stack Web Developer (2.5-3k USD),$2500 - $3000,149,http://www.vietnamworks.com/full-stack-web-developer-2-5-3k-usd-1-654334-jd
Navigos Search’s Client,Web Crawling Engineer (2.5-3k USD),$2500 - $3000,150,http://www.vietnamworks.com/web-crawling-engineer-2-5-3k-usd-1-654330-jd
Công Ty Cổ Phần Alo360.com,Nhân Viên Lập Trình OpenERP,Thương lượng,146,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-openerp.35A9B4D3.html
Công Ty CP Chứng Khoán VNDIRECT,Data Engineer,Thương lượng,147,http://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35A9B2FD.html
Smartdev LLC,Software Developer,$500 - $1500,139,http://www.vietnamworks.com/software-developer-93-653517-jd
Liên Doanh Tập Đoàn Ebay Việt Nam - Peacesoft Group,Java / PHP / Python Developers ( Salary $500 - $1000),$500 - $1000,144,http://www.vietnamworks.com/java-php-python-developers-salary-500-1000-652364-jd
Navigos Search’s Client,Web Programmer [$2000-$3000],$2000 - $3000,143,http://www.vietnamworks.com/web-programmer-2000-3000-1-652473-jd
Mobilefolk,Web Developer ($1000-$2000),$1000 - $2000,142,http://www.vietnamworks.com/web-developer-1000-2000-651392-jd
FPT Telecom,Chuyên Gia Phát Triển Hệ Thống Cloud,$500 - $2000,141,http://www.vietnamworks.com/chuyen-gia-phat-trien-he-thong-cloud-1-1-653663-jd
Viosoft Vietnam,"Software Engineer, Salary $700-$2000 Or More.",$700 - $2000,140,http://www.vietnamworks.com/software-engineer-salary-700-2000-or-more-1-653526-jd
Ins Enco Ltd.,Project Manager / Team Leader For Software & Web Development German Firm,Thương lượng,116,http://www.vietnamworks.com/project-manager-team-leader-for-software-web-development-german-firm-1-651906-jd
Liên doanh tập đoàn Ebay - Peacesoft Group,Lập Trình Viên PHP/python,Thương lượng,115,http://mywork.com.vn/tuyen-dung/viec-lam/807746/lap-trinh-vien-phppython.html
Applied Micro Circuits Corporation,SOC ASIC Verification Engineers (from Engineer Level 2 To Staff-level),Thương lượng,117,http://www.vietnamworks.com/soc-asic-verification-engineers-from-engineer-level-2-to-staff-level-5-596503-jd
"Yusen Logistics (Viet Nam) Co., Ltd",IT Assistant Manager (IT Solution),Thương lượng,111,http://www.vietnamworks.com/it-assistant-manager-it-solution-1-651533-jd
VGU - Vietnamese German University,System Engineer,Thương lượng,110,http://www.vietnamworks.com/system-engineer-36-651506-jd
Trobz,ERP Developer,Thương lượng,109,http://www.vietnamworks.com/erp-developer-1-1-651691-jd
Công Ty Cổ Phần Công Nghệ Tadu,Nhân Viên Hỗ Trợ Kỹ Thuật 24 / 7,Thương lượng,108,http://www.vietnamworks.com/nhan-vien-ho-tro-ky-thuat-24-7-1-651440-jd
Robert Bosch Engineering And Business Solutions Vietnam Company Limited,50 Embedded Software Engineers With All Level of Experience,Thương lượng,113,http://www.vietnamworks.com/50-embedded-software-engineers-with-all-level-of-experience-3-1-651453-jd
"Yusen Logistics (Viet Nam) Co., Ltd",IT Staff (solution),Thương lượng,114,http://www.vietnamworks.com/it-staff-solution-1-651553-jd
Worldsoft,Senior Software Engineer,Thương lượng,112,http://www.vietnamworks.com/senior-software-engineer-35-647519-jd
Fram Viet Nam Ltd,Software Engineer Internship – Potential Full-time Opportunity,Thương lượng,107,http://careerbuilder.vn/vi/tim-viec-lam/software-engineer-internship-%E2%80%93-potential-full-time-opportunity.35A9AD5C.html
Công Ty Cổ Phần Alo360.com,Nhân viên lập trình Website,Thương lượng,106,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-website.35A9AE4F.html
Công Ty Cổ Phần Alo360.com,Nhân viên lập trình OpenERP,Thương lượng,105,http://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-lap-trinh-openerp.35A9AE58.html
Công Ty Cổ Phần Chào Thế Giới- Hiworld,Kỹ Sư Học Máy,Thương lượng,103,http://careerbuilder.vn/vi/tim-viec-lam/ky-su-hoc-may.35A9AC85.html
Công Ty TNHH Công Nghệ Jupitech Việt Nam,Lập Trình Viên Python (Lương Hấp Dẫn),Thương lượng,104,http://www.vietnamworks.com/lap-trinh-vien-python-luong-hap-dan-1-650230-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Kỹ Sư Machine Learning,Thương lượng,99,http://www.vietnamworks.com/ky-su-machine-learning-7-1-649568-jd
Navigos Search’s Client,Data Extraction Engineer [$2000-$3000],Thương lượng,101,http://www.vietnamworks.com/data-extraction-engineer-2000-3000-1-649476-jd
Officience,Openerp Developer (from $1300),Thương lượng,102,http://www.vietnamworks.com/openerp-developer-from-1300-650070-jd
Công Ty Cổ Phần Vccorp (VC Corporation),Hot - 10 Kỹ Sư Xử Lý Ngôn Ngữ Tự Nhiên (nlp),Thương lượng,98,http://www.vietnamworks.com/hot-10-ky-su-xu-ly-ngon-ngu-tu-nhien-nlp-1-649563-jd
"Arrive Technologies Viet Nam Co., Ltd",SVT Engineers ( System Verification Testing Engineers),Thương lượng,100,http://www.vietnamworks.com/svt-engineers-system-verification-testing-engineers-649455-jd
FPT Telecom,Kỹ Sư Quản Trị Hệ Thống,Thương lượng,97,http://www.vietnamworks.com/ky-su-quan-tri-he-thong-1-649412-jd
Công Ty Cổ Phần Chứng Khoán MB,Chuyên Viên Phát Triển Phần Mềm Hệ Thống,Thương lượng,96,http://www.vietnamworks.com/chuyen-vien-phat-trien-phan-mem-he-thong-649359-jd
Geotech,"Data Analyst – Mysql, Python | Data Analyst",$500 - $1000,94,http://www.vietnamworks.com/data-analyst-mysql-python-data-analyst-649061-jd
Quang Anh Company,Automation Developer,$700 - $1000,95,http://www.vietnamworks.com/automation-developer-1-648850-jd
Future Technology Devices International Limited,Software Engineering Team Leader,Negotiable,93,http://www.vietnamworks.com/software-engineering-team-leader-1-648792-jd
Worldsoft,Senior Software Engineer ( Ưu Tiên),Negotiable,87,http://www.vietnamworks.com/senior-software-engineer-uu-tien-647519-jd
Sonivy Technology Limited,Senior Back-end Web Developer,$900 - $1400,86,http://www.vietnamworks.com/senior-back-end-web-developer-2-634394-jd
Navigos Search’s Client,Validation Test - Team Leader (In Vehicle Infotainment),$1000 - $3000,91,http://www.vietnamworks.com/validation-test-team-leader-in-vehicle-infotainment-647608-jd
Leadiq,Scala Engineer,Negotiable,85,http://www.vietnamworks.com/scala-engineer-647371-jd
"Alt, Inc.",Japanese Speaking Director for Software Development Projects,$500 - $1000,84,http://www.vietnamworks.com/japanese-speaking-director-for-software-development-projects-648389-jd
Applied Micro Circuits Corporation,SOC ASIC Verification Engineers (from Engineer Level 2 To Staff-level),Negotiable,89,http://www.vietnamworks.com/soc-asic-verification-engineers-from-engineer-level-2-to-staff-level-3-2-596503-jd
"First Alliances Co., Ltd",Web Programmer,$2000 - $2500,83,http://www.vietnamworks.com/web-programmer-18-648314-jd
Geotech,"QA Engineer – Pc, Mac and Browser | Experienced Quality Assurance Engineer",Negotiable,90,http://www.vietnamworks.com/qa-engineer-pc-mac-and-browser-experienced-quality-assurance-engineer-647583-jd
Sentifi Vietnam,Head of Engineering (head of Development),Negotiable,92,http://www.vietnamworks.com/head-of-engineering-head-of-development-1-647681-jd
Gameloft,Business Performance Manager,Negotiable,88,http://www.vietnamworks.com/business-performance-manager-1-1-647993-jd
Công Ty TNHH Goodia Việt Nam,Senior Software Engineer (Backend Developer),$600 - $1500,73,http://www.vietnamworks.com/senior-software-engineer-backend-developer-636700-jd
Wth!,Programmers,$1000 - $2500,70,http://www.vietnamworks.com/programmers-1-643000-jd
Công Ty TNHH Kinden Việt Nam,Nhân Viên Phần Mềm,Negotiable,69,http://www.vietnamworks.com/nhan-vien-phan-mem-5-644812-jd
Zinio,Senior Research & Development Engineer,Negotiable,68,http://www.vietnamworks.com/senior-research-development-engineer-1-640708-jd
Evizi,Network Operations Center (NOC) Engineers,Negotiable,67,http://www.vietnamworks.com/network-operations-center-noc-engineers-1-643874-jd
eSilicon Vietnam,Fresh Graduate Opportunities,Negotiable,66,http://www.vietnamworks.com/fresh-graduate-opportunities-1-1-1-636026-jd
Future Technology Devices International Limited,Software Engineering Team Leader,Negotiable,65,http://www.vietnamworks.com/software-engineering-team-leader-637613-jd
TV Plus JSC,Fullstack Developer { Preferred Candidates Apply Early },$400 - $1000,64,http://www.vietnamworks.com/fullstack-developer-preferred-candidates-apply-early-1-637247-jd
Cardano Labo Vietnam,[500 ~ 1200$] 5 System Developers (java/nodejs/python/golang),$500 - $1200,63,http://www.vietnamworks.com/500-1200-5-system-developers-java-nodejs-python-golang-642850-jd
"First Alliances Co., Ltd",Senior Embedded Engineer,$1000 - $2000,62,http://www.vietnamworks.com/senior-embedded-engineer-2-644987-jd
Navigos Search’s Client,Mobile Security Lead Engineer/ Assistant Manager,$800 - $1500,61,http://www.vietnamworks.com/mobile-security-lead-engineer-assistant-manager-1-644455-jd
Mobilus Corporation,Mobile and Web Developer To Work in Japan (High Salary),$2500 - $5000,60,http://www.vietnamworks.com/mobile-and-web-developer-to-work-in-japan-high-salary-1-644325-jd
Navigos Search’s Client,Validation Test Leader,Negotiable,59,http://www.vietnamworks.com/validation-test-leader-642696-jd
quodisys,"Web Developer (thành Thạo ít Nhất 1 Trong Những Ngôn Ngữ Sau: PHP, Python, Node, Ruby)","10,000,000|20,000,000 VND",57,http://mywork.com.vn/tuyen-dung/viec-lam/797731/web-developer-(thanh-thao-it-nhat-1-trong-nhung-ngon-ngu-sau-php-python-node-ruby).html
Navigos Search’s Client,"Overnight Engineer, Data Operation",Negotiable,56,http://www.vietnamworks.com/overnight-engineer-data-operation-639066-jd
Công Ty Trách Nhiệm Hữu Hạn Blueseed,Software Engineer,Negotiable,55,http://www.vietnamworks.com/software-engineer-48-637121-jd
Ins Enco Ltd.,Project MANAGER / Team Leader For Software & Web Development German Firm,Negotiable,54,http://www.vietnamworks.com/project-manager-team-leader-for-software-web-development-german-firm-639097-jd
Gameloft,Business Performance Manager,Negotiable,53,http://www.vietnamworks.com/business-performance-manager-1-634604-jd
Đại Học FPT,Tuyển Gấp 02 Kỹ Sư Phần Mềm,Negotiable,52,http://www.vietnamworks.com/tuyen-gap-02-ky-su-phan-mem-1-638879-jd
